Company,Ticker,Strengths,Risks,PE,EPS,ROE,DebtEquity,RevenueGrowth,Score,Recommendation
RBZ Jewellers Limited,RBZJEWEL.NS,"['Low valuation', 'Average profitability', 'Strong revenue growth']","['Stock appears undervalued', 'High debt risk']",11.925613,11.83,0.19124001,55.481,0.244,1,SELL
Rashtriya Chemicals and Fertilizers Limited,RCF.NS,"['Fair valuation', 'Strong revenue growth']","['Weak profitability', 'High debt risk']",25.068905,5.66,0.06548,56.443,0.234,-2,SELL
Reliance Communications Limited,RCOM.NS,[],"['PE data missing', 'ROE data missing', 'Debt data missing', 'Declining revenues']",,-0.94,,,-0.011,-1,SELL
REC Limited,RECLTD.NS,"['Low valuation', 'High profitability', 'Slow revenue growth']","['Stock appears undervalued', 'High debt risk']",5.4560738,65.45,0.21997,666.088,0.104,3,HOLD
Redington Limited,REDINGTON.NS,"['Low valuation', 'High profitability', 'Strong revenue growth']","['Stock appears undervalued', 'High debt risk']",12.254636,22.11,0.22066,27.764,0.168,3,HOLD
Redtape Limited,REDTAPE.NS,"['High profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']",37.669724,3.27,0.23121999,108.421,0.207,0,SELL
Refex Industries Limited,REFEX.NS,"['Fair valuation', 'Average profitability']","['High debt risk', 'Declining revenues']",21.6214,12.15,0.17426,13.652,-0.191,-3,SELL
Regaal Resources Limited,REGAAL.NS,['Low valuation'],"['Stock appears undervalued', 'ROE data missing', 'High debt risk', 'Revenue growth data missing']",14.228916,4.98,,108.692,,0,SELL
Regency Ceramics Limited,REGENCERAM.NS,['Strong revenue growth'],"['Stock may be overvalued', 'ROE data missing', 'Debt data missing']",85.01852,0.54,,,6.254,0,SELL
Relaxo Footwears Limited,RELAXO.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']",57.51783,7.01,0.0846,10.214,-0.075,-5,SELL
Reliance Chemotex Industries Limited,RELCHEMQ.NS,"['Fair valuation', 'Slow revenue growth']","['Weak profitability', 'High debt risk']",21.534182,6.29,0.034560002,180.277,0.087,-3,SELL
Reliable Data Services Limited,RELIABLE.NS,"['Low valuation', 'Average profitability', 'Strong revenue growth']","['Stock appears undervalued', 'High debt risk']",12.742731,11.35,0.16700001,66.061,1.916,1,SELL
Reliance Industries Limited,RELIANCE.NS,"['Fair valuation', 'Slow revenue growth']","['Weak profitability', 'High debt risk']",25.398273,61.39,0.09717,35.651,0.1,-3,SELL
Religare Enterprises Limited,RELIGARE.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",78.430374,3.16,0.03903,8.066,0.058,-4,SELL
Ravindra Energy Limited,RELTD.NS,"['High profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']",42.830334,3.89,0.24043,106.093,6.724,0,SELL
Remsons Industries Limited,REMSONSIND.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk'],26.482834,4.66,0.16326,71.804,0.266,-1,SELL
Shree Renuka Sugars Limited,RENUKA.NS,['Slow revenue growth'],"['PE data missing', 'ROE data missing', 'Debt data missing']",,-3.5,,,0.05,0,SELL
Repco Home Finance Limited,REPCOHOME.NS,"['Low valuation', 'Average profitability', 'Slow revenue growth']","['Stock appears undervalued', 'High debt risk']",5.5710974,73.28,0.13479,318.337,0.038,0,SELL
Rudrabhishek Enterprises Limited,REPL.NS,"['Fair valuation', 'Slow revenue growth']","['ROE data missing', 'Debt data missing']",15.787799,7.54,,,0.067,0,SELL
Repro India Limited,REPRO.NS,['Slow revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']",,-14.35,-0.05529,35.444,0.03,-3,SELL
Responsive Industries Limited,RESPONIND.NS,"['Fair valuation', 'Average profitability']","['High debt risk', 'Declining revenues']",25.878748,7.67,0.15100999,13.937,-0.102,-3,SELL
JHS Svendgaard Retail Ventures Limited,RETAIL.NS,['Slow revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']",,-0.25,-0.012940001,29.565,0.041,-3,SELL
Renaissance Global Limited,RGL.NS,"['Fair valuation', 'Strong revenue growth']","['Weak profitability', 'High debt risk']",16.968319,7.26,0.05527,48.158,0.327,-2,SELL
Rhetan TMT Limited,RHETAN.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']",486.4,0.05,0.03845,41.664,-0.038,-5,SELL
Reliance Home Finance Limited,RHFL.NS,[],"['PE data missing', 'ROE data missing', 'Debt data missing', 'Revenue growth data missing']",,-0.08,,,,0,SELL
RHI MAGNESITA INDIA LIMITED,RHIM.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",59.164474,7.6,0.03967,10.315,0.194,-3,SELL
Robust Hotels Limited,RHL.NS,"['Low valuation', 'Slow revenue growth']","['Stock appears undervalued', 'Weak profitability', 'High debt risk']",14.20061,13.11,0.03168,20.707,0.058,-1,SELL
Rico Auto Industries Limited,RICOAUTO.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",42.271606,3.24,0.058930002,91.352,0.09,-4,SELL
Reliance Industrial Infrastructure Limited,RIIL.NS,[],"['Stock may be overvalued', 'Weak profitability', 'Debt data missing', 'Declining revenues']",102.30914,7.99,0.02569,,-0.005,-3,SELL
Rishabh Instruments Limited,RISHABH.NS,"['Fair valuation', 'Slow revenue growth']","['Weak profitability', 'High debt risk']",26.41791,14.74,0.08728,14.997,0.077,-3,SELL
Ritco Logistics Limited,RITCO.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk'],20.620716,13.13,0.12408,107.999,0.291,-1,SELL
RITES Limited,RITES.NS,"['Fair valuation', 'Average profitability', 'Low debt', 'Slow revenue growth']",[],29.515184,8.56,0.16570999,0.285,0.015,1,SELL
Ravi Kumar Distilleries Limited,RKDL.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']",385.33334,0.06,0.00285,101.046,-0.496,-5,SELL
RKEC Projects Limited,RKEC.NS,['Low valuation'],"['Stock appears undervalued', 'Weak profitability', 'High debt risk', 'Declining revenues']",6.487425,8.35,0.083129995,99.446,-0.596,-2,SELL
Ramkrishna Forgings Limited,RKFORGE.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']",41.425102,12.35,0.07421,88.73,-0.139,-5,SELL
R K Swamy Limited,RKSWAMY.NS,"['Fair valuation', 'Slow revenue growth']","['Weak profitability', 'High debt risk']",28.745455,3.85,0.08089,14.856,0.122,-2,SELL
R M Drip and Sprinklers Systems Limited,RMDRIP.NS,"['High profitability', 'Strong revenue growth']","['PE data missing', 'High debt risk']",,-0.37,0.42513,40.967,0.8,1,SELL
Rane (Madras) Limited,RML.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']",46.436573,16.95,0.10007,122.42,0.738,-2,SELL
R&B Denims Limited,RNBDENIMS.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']",42.226536,3.09,0.16215,40.53,0.207,-2,SELL
Royal Orchid Hotels Limited,ROHLTD.NS,"['Fair valuation', 'Average profitability', 'Slow revenue growth']",['High debt risk'],24.2717,16.82,0.19524,263.871,0.125,-1,SELL
Rolex Rings Limited,ROLEXRINGS.NS,"['Fair valuation', 'Average profitability', 'Low debt']",['Declining revenues'],19.764523,6.37,0.15564,0.01,-0.096,0,SELL
Rollatainers Limited,ROLLT.NS,[],"['PE data missing', 'ROE data missing', 'Debt data missing', 'Revenue growth data missing']",,-0.03,,,,0,SELL
Raj Oil Mills Limited,ROML.NS,"['Low valuation', 'Strong revenue growth']","['Stock appears undervalued', 'ROE data missing', 'High debt risk']",14.535014,3.57,,6007.364,0.32,1,SELL
Rossari Biotech Limited,ROSSARI.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk'],23.331982,24.67,0.11533,28.178,0.176,-1,SELL
Rossell India Limited,ROSSELLIND.NS,"['Low valuation', 'Slow revenue growth']","['Stock appears undervalued', 'Weak profitability', 'High debt risk']",9.839148,5.16,0.09021,35.146,0.009,-1,SELL
Rossell Techsys Limited,ROSSTECH.NS,['Strong revenue growth'],"['Stock may be overvalued', 'ROE data missing', 'High debt risk']",115.8423,5.58,,186.722,1.449,-2,SELL
Roto Pumps Limited,ROTO.NS,['Average profitability'],"['Stock may be overvalued', 'High debt risk', 'Declining revenues']",47.463573,1.51,0.13239,12.527,-0.234,-4,SELL
ROUTE MOBILE LIMITED,ROUTE.NS,"['Fair valuation', 'Slow revenue growth']","['Weak profitability', 'Moderate debt level']",25.739578,27.11,0.07526,0.814,0.005,-1,SELL
Raghav Productivity Enhancers Limited,RPEL.NS,"['High profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']",95.74748,9.9,0.23402001,2.905,0.295,0,SELL
RPG Life Sciences Limited,RPGLIFE.NS,"['Fair valuation', 'High profitability', 'Slow revenue growth']",['Debt data missing'],18.129221,130.32,0.46161997,,0.055,2,HOLD
Reliance Power Limited,RPOWER.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",61.93221,0.59,0.01938,92.224,0.122,-3,SELL
R.P.P. Infra Projects Limited,RPPINFRA.NS,"['Low valuation', 'Average profitability']","['Stock appears undervalued', 'High debt risk', 'Declining revenues']",11.478935,9.02,0.104270004,18.172,-0.197,-1,SELL
Rajshree Polypack Limited,RPPL.NS,['Low valuation'],"['Stock appears undervalued', 'Weak profitability', 'High debt risk', 'Declining revenues']",12.954546,1.54,0.06886,69.557,-0.021,-2,SELL
RPSG VENTURES LIMITED,RPSGVENT.NS,['Strong revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']",,-12.69,0.03799,135.449,0.232,-2,SELL
Rashi Peripherals Limited,RPTECH.NS,"['Low valuation', 'Average profitability', 'Slow revenue growth']","['Stock appears undervalued', 'High debt risk']",11.642205,30.66,0.116780005,52.063,0.121,1,SELL
R R Kabel Limited,RRKABEL.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']",41.30325,35.68,0.18472,16.78,0.195,-2,SELL
R. S. Software (India) Limited,RSSOFTWARE.NS,[],"['PE data missing', 'Weak profitability', 'Debt data missing', 'Declining revenues']",,-3.94,-0.18381001,,-0.647,-2,SELL
RSWM Limited,RSWM.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']",87.99411,1.7,0.00619,115.817,-0.013,-5,SELL
R Systems International Limited,RSYSTEMS.NS,"['Fair valuation', 'Slow revenue growth']","['ROE data missing', 'High debt risk']",27.227058,14.93,,13.974,0.123,-1,SELL
RattanIndia Enterprises Limited,RTNINDIA.NS,['Strong revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']",,-3.04,-0.33999002,107.296,0.18,-2,SELL
RattanIndia Power Limited,RTNPOWER.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']",59.500004,0.16,0.01903,84.871,-0.042,-5,SELL
Rubfila International Limited,RUBFILA.NS,"['Low valuation', 'Average profitability', 'Low debt', 'Slow revenue growth']",['Stock appears undervalued'],12.954386,5.7,0.107659996,0.355,0.115,4,BUY
Rubicon Research Limited,RUBICON.NS,['Strong revenue growth'],"['Stock may be overvalued', 'ROE data missing', 'High debt risk']",74.04994,9.21,,87.66,0.392,-2,SELL
The Ruby Mills Limited,RUBYMILLS.NS,"['Low valuation', 'Strong revenue growth']","['Stock appears undervalued', 'Weak profitability', 'High debt risk']",14.098259,16.08,0.08533,60.619,0.67,0,SELL
Ruchi Infrastructure Limited,RUCHINFRA.NS,"['Fair valuation', 'Slow revenue growth']","['Weak profitability', 'High debt risk']",29.545454,0.22,0.047989998,43.622,0.07,-3,SELL
Ruchira Papers Limited,RUCHIRA.NS,"['Low valuation', 'Average profitability', 'Slow revenue growth']","['Stock appears undervalued', 'High debt risk']",5.3379035,22.61,0.14513999,38.02,0.007,0,SELL
Rudra Global Infra Products Limited,RUDRA.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",33.246754,0.77,0.06163,175.134,0.167,-3,SELL
Rupa & Company Limited,RUPA.NS,"['Fair valuation', 'Slow revenue growth']","['Weak profitability', 'High debt risk']",17.268164,9.36,0.07438,24.808,0.084,-3,SELL
Rushil Decor Limited,RUSHIL.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",42.240738,0.54,0.024549998,44.026,0.023,-4,SELL
Keystone Realtors Limited,RUSTOMJEE.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']",64.32152,8.18,0.044910002,43.367,-0.063,-5,SELL
Ravinder Heights Limited,RVHL.NS,"['Low valuation', 'Average profitability', 'Low debt', 'Strong revenue growth']",['Stock appears undervalued'],8.988505,6.09,0.14247,0.386,382.346,4,BUY
Rail Vikas Nigam Limited,RVNL.NS,"['Average profitability', 'Slow revenue growth']","['Stock may be overvalued', 'High debt risk']",71.053116,5.46,0.12377,52.108,0.055,-3,SELL
Revathi Equipment India Limited,RVTH.NS,"['Fair valuation', 'Strong revenue growth']","['Weak profitability', 'High debt risk']",20.467657,34.32,0.086210005,41.692,0.158,-2,SELL
S&S Power Switchgears Limited,S&SPOWER.NS,['Slow revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']",,-1.94,-0.00988,45.956,0.105,-2,SELL
Saatvik Green Energy Limited,SAATVIKGL.NS,"['Low valuation', 'Strong revenue growth']","['Stock appears undervalued', 'ROE data missing', 'High debt risk']",14.301485,26.27,,47.22,0.616,1,SELL
Sab Events & Governance Now Media Limited,SABEVENTS.NS,[],"['PE data missing', 'ROE data missing', 'Debt data missing', 'Revenue growth data missing']",,-0.47,,,,0,SELL
Sri Adhikari Brothers Television Network Limited,SABTNL.NS,['Strong revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']",,-9.64,-1.64089,1326.72,2.427,-2,SELL
Sadbhav Engineering Limited,SADBHAV.NS,['Strong revenue growth'],"['PE data missing', 'ROE data missing', 'Debt data missing']",,-9.52,,,0.214,1,SELL
Sadbhav Infrastructure Project Limited,SADBHIN.NS,['Slow revenue growth'],"['PE data missing', 'ROE data missing', 'Debt data missing']",,-1.91,,,0.108,1,SELL
Sadhana Nitrochem Limited,SADHNANIQ.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']",,-0.61,-0.087290004,102.168,-0.937,-4,SELL
Safari Industries (India) Limited,SAFARI.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']",67.81896,32.92,0.17159,10.828,0.165,-2,SELL
Sagardeep Alloys Limited,SAGARDEEP.NS,['Fair valuation'],"['Weak profitability', 'High debt risk', 'Declining revenues']",22.683762,1.17,0.07079,39.666,-0.044,-4,SELL
Sagar Cements Limited,SAGCEM.NS,['Strong revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']",,-12.03,-0.08926,93.295,0.267,-2,SELL
SAGILITY LIMITED,SAGILITY.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",30.777779,1.71,0.09561,13.851,0.252,-3,SELL
Sahyadri Industries Limited,SAHYADRI.NS,"['Fair valuation', 'Strong revenue growth']","['Weak profitability', 'High debt risk']",15.141928,16.91,0.048499998,8.967,0.179,-2,SELL
Steel Authority of India Limited,SAIL.NS,"['Fair valuation', 'Slow revenue growth']","['Weak profitability', 'High debt risk']",21.411005,6.18,0.044120003,57.763,0.082,-3,SELL
Sai Life Sciences Limited,SAILIFE.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']",64.63951,13.87,0.17278999,18.397,0.359,-2,SELL
Sakar Healthcare Limited,SAKAR.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",47.713966,8.88,0.068119995,28.056,0.346,-3,SELL
Sakthi Sugars Limited,SAKHTISUG.NS,"['Low valuation', 'Average profitability', 'Strong revenue growth']","['Stock appears undervalued', 'High debt risk']",8.370044,2.27,0.16619,475.742,1.293,1,SELL
Saksoft Limited,SAKSOFT.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk'],21.190374,9.35,0.19754,7.303,0.201,-1,SELL
Sakuma Exports Limited,SAKUMA.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']",30.857143,0.07,0.01444,6.194,-0.25,-5,SELL
Salasar Techno Engineering Limited,SALASAR.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",70.46154,0.13,0.03131,42.992,0.518,-3,SELL
Salona Cotspin Limited,SALONA.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",109.60251,2.39,0.01495,278.404,0.028,-4,SELL
S.A.L. Steel Limited,SALSTEEL.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']",,-1.49,-0.32256,604.599,-0.468,-4,SELL
Salzer Electronics Limited,SALZERELEC.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk'],21.236906,32.46,0.102790006,82.807,0.217,-1,SELL
Sambhaav Media Limited,SAMBHAAV.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']",,-0.01,-0.00219,10.641,-0.056,-4,SELL
Sambhv Steel Tubes Limited,SAMBHV.NS,['Strong revenue growth'],"['Stock may be overvalued', 'ROE data missing', 'High debt risk']",34.810715,2.8,,19.466,0.834,-2,SELL
Samhi Hotels Limited,SAMHI.NS,"['Fair valuation', 'Slow revenue growth']","['ROE data missing', 'High debt risk']",21.590107,8.49,,196.692,0.089,-2,SELL
Sammaan Capital Limited,SAMMAANCAP.NS,['Low valuation'],"['Stock appears undervalued', 'Weak profitability', 'High debt risk', 'Revenue growth data missing']",6.326549,22.11,0.05994,203.545,,-1,SELL
Sampann Utpadan India Limited,SAMPANN.NS,"['Low valuation', 'High profitability', 'Strong revenue growth']","['Stock appears undervalued', 'High debt risk']",13.656903,2.39,0.4584,202.507,0.652,3,HOLD
Sanathan Textiles Limited,SANATHAN.NS,"['Fair valuation', 'Slow revenue growth']","['Weak profitability', 'High debt risk']",26.514042,16.38,0.0863,77.611,0.102,-2,SELL
Sanco Industries Limited,SANCO.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'Debt data missing']",33.666668,0.06,-0.91438,,0.128,-1,SELL
The Sandesh Limited,SANDESH.NS,['Fair valuation'],"['Weak profitability', 'Debt data missing', 'Declining revenues']",15.987969,66.5,0.036429998,,-0.303,-2,SELL
Sandhar Technologies Limited,SANDHAR.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk'],19.010382,28.9,0.15142,77.629,0.291,-1,SELL
Sandur Manganese & Iron Ores Limited,SANDUMA.NS,"['Fair valuation', 'High profitability', 'Strong revenue growth']",['High debt risk'],19.69943,12.31,0.22918,63.561,3.735,1,SELL
Sangam (India) Limited,SANGAMIND.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",62.036537,7.39,0.03688,126.634,0.164,-3,SELL
Sanghi Industries Limited,SANGHIIND.NS,['Strong revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']",,-15.71,-0.65198,592.976,0.881,-2,SELL
Sanghvi Movers Limited,SANGHVIMOV.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk'],17.808287,20.03,0.153,40.655,0.344,-1,SELL
Sanginita Chemicals Limited,SANGINITA.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']",,-0.19,-0.00865,47.453,-0.281,-4,SELL
Sanofi India Limited,SANOFI.NS,['Fair valuation'],"['ROE data missing', 'High debt risk', 'Declining revenues']",26.487938,154.61,,2.672,-0.093,-3,SELL
Sanofi Consumer Healthcare India Limited,SANOFICONR.NS,['Strong revenue growth'],"['Stock may be overvalued', 'ROE data missing', 'High debt risk']",47.249973,94.69,,11.012,0.463,-2,SELL
Sansera Engineering Limited,SANSERA.NS,"['Average profitability', 'Slow revenue growth']","['Stock may be overvalued', 'High debt risk']",42.174778,40.28,0.11417,15.176,0.081,-3,SELL
Sanstar Limited,SANSTAR.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",81.803734,1.07,0.030079998,3.402,0.006,-4,SELL
Sanwaria Consumer Limited,SANWARIA.NS,['Slow revenue growth'],"['PE data missing', 'ROE data missing', 'Debt data missing']",,-0.03,,,0.005,0,SELL
Sapphire Foods India Limited,SAPPHIRE.NS,['Slow revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']",,-0.03,0.00017000001,99.226,0.067,-3,SELL
Sarda Energy & Minerals Limited,SARDAEN.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk'],17.328587,30.19,0.16198999,37.709,0.319,-1,SELL
Saregama India Limited,SAREGAMA.NS,"['Average profitability', 'Low debt']","['Stock may be overvalued', 'Declining revenues']",33.22106,10.54,0.12576,0.185,-0.049,-1,SELL
Sarla Performance Fibers Limited,SARLAPOLY.NS,"['Low valuation', 'Average profitability']","['Stock appears undervalued', 'High debt risk', 'Declining revenues']",11.217711,8.13,0.13838,32.655,-0.06,-1,SELL
Sarveshwar Foods Limited,SARVESHWAR.NS,"['Fair valuation', 'Strong revenue growth']","['Weak profitability', 'High debt risk']",16.148148,0.27,0.082550004,57.24,0.234,-2,SELL
Sasken Technologies Limited,SASKEN.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",60.768932,25.88,0.050669998,3.242,0.892,-3,SELL
Sastasundar Ventures Limited,SASTASUNDR.NS,['Slow revenue growth'],"['PE data missing', 'Weak profitability', 'Moderate debt level']",,-0.63,-0.010249999,0.588,0.037,-1,SELL
Satia Industries Limited,SATIA.NS,"['Low valuation', 'Strong revenue growth']","['Stock appears undervalued', 'Weak profitability', 'Debt data missing']",10.592295,6.23,0.06086,,0.502,2,HOLD
Satin Creditcare Network Limited,SATIN.NS,"['Low valuation', 'Strong revenue growth']","['Stock appears undervalued', 'Weak profitability', 'High debt risk']",11.619164,12.21,0.05207,367.777,0.494,0,SELL
Saurashtra Cement Limited,SAURASHCEM.NS,"['Fair valuation', 'Slow revenue growth']","['ROE data missing', 'High debt risk']",26.067741,3.1,,14.325,0.098,-2,SELL
SBC Exports Limited,SBC.NS,"['High profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']",113.16,0.25,0.27707002,281.519,0.284,0,SELL
Shivalik Bimetal Controls Limited,SBCL.NS,"['Fair valuation', 'High profitability', 'Slow revenue growth']",['High debt risk'],28.980133,15.1,0.21263,12.873,0.085,0,SELL
SBFC Finance Limited,SBFC.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk'],29.268908,3.57,0.12254,179.825,0.286,-1,SELL
Suratwwala Business Group Limited,SBGLP.NS,"['High profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']",32.18261,1.15,0.26598,73.579,10.619,0,SELL
SBI Cards and Payment Services Limited,SBICARD.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']",42.95082,20.13,0.13762,332.839,0.201,-2,SELL
SBI Life Insurance Company Limited,SBILIFE.NS,['Average profitability'],"['Stock may be overvalued', 'Debt data missing', 'Declining revenues']",82.37862,24.51,0.14199,,-0.428,-2,SELL
State Bank of India,SBIN.NS,"['Low valuation', 'Average profitability', 'Slow revenue growth']","['Stock appears undervalued', 'Debt data missing']",10.746219,89.92,0.15675999,,0.081,2,HOLD
Schaeffler India Limited,SCHAEFFLER.NS,['Slow revenue growth'],"['Stock may be overvalued', 'ROE data missing', 'High debt risk']",55.63551,68.37,,1.012,0.15,-2,SELL
S Chand And Company Limited,SCHAND.NS,"['Low valuation', 'Strong revenue growth']","['Stock appears undervalued', 'Weak profitability', 'High debt risk']",10.949862,14.56,0.0541,15.164,0.318,0,SELL
Schneider Electric Infrastructure Limited,SCHNEIDER.NS,"['High profitability', 'Slow revenue growth']","['Stock may be overvalued', 'High debt risk']",67.358665,10.79,0.48913,80.084,0.084,-1,SELL
Shipping Corporation Of India Limited,SCI.NS,['Low valuation'],"['Stock appears undervalued', 'Weak profitability', 'High debt risk', 'Declining revenues']",13.030127,17.26,0.096920006,32.955,-0.077,-2,SELL
Shipping Corporation of India Land and Assets Limited,SCILAL.NS,"['Low debt', 'Strong revenue growth']","['PE data missing', 'Weak profitability']",,-4.2,-0.06303,0.003,0.536,1,SELL
Scoda Tubes Limited,SCODATUBES.NS,['Slow revenue growth'],"['Stock may be overvalued', 'ROE data missing', 'High debt risk']",53.29412,3.06,,54.523,0.042,-3,SELL
Sheetal Cool Products Limited,SCPL.NS,"['Fair valuation', 'Average profitability']","['High debt risk', 'Declining revenues']",24.091394,13.13,0.10539,63.458,-0.114,-3,SELL
Som Distilleries & Breweries Limited,SDBL.NS,"['Fair valuation', 'Average profitability']","['High debt risk', 'Declining revenues']",20.818008,5.22,0.14021,22.94,-0.072,-3,SELL
Seamec Limited,SEAMECLTD.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",30.361897,34.54,0.086,37.579,0.109,-3,SELL
SecMark Consultancy Limited,SECMARK.NS,"['High profitability', 'Slow revenue growth']","['Stock may be overvalued', 'Debt data missing']",30.726542,3.73,0.20891,,0.062,1,SELL
SECUREKLOUD TECHNOLOGIES LIMITED,SECURKLOUD.NS,[],"['PE data missing', 'ROE data missing', 'Debt data missing', 'Declining revenues']",,-28.29,,,-0.222,-1,SELL
Sejal Glass Limited,SEJALLTD.NS,"['High profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']",45.51804,19.4,0.44313,405.9,0.689,0,SELL
SEL Manufacturing Company Limited,SELMC.NS,['Slow revenue growth'],"['PE data missing', 'ROE data missing', 'Debt data missing']",,-42.64,,,0.087,0,SELL
Semac Construction Limited,SEMAC.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",139.04204,2.14,0.00834,61.573,0.762,-3,SELL
Senco Gold Limited,SENCO.NS,"['Fair valuation', 'Average profitability', 'Slow revenue growth']",['High debt risk'],20.822496,15.38,0.14126,116.632,0.024,-2,SELL
Senores Pharmaceuticals Limited,SENORES.NS,['Strong revenue growth'],"['Stock may be overvalued', 'ROE data missing', 'High debt risk']",36.799274,22.12,,28.895,0.607,-2,SELL
SEPC Limited,SEPC.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",44.68182,0.22,0.02379,19.359,0.389,-3,SELL
Sequent Scientific Limited,SEQUENT.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",131.00613,1.63,0.066360004,55.307,0.15,-3,SELL
Servotech Renewable Power System Limited,SERVOTECH.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']",77.823524,1.02,0.097729996,56.375,-0.467,-5,SELL
Seshasayee Paper and Boards Limited,SESHAPAPER.NS,['Fair valuation'],"['Weak profitability', 'High debt risk', 'Declining revenues']",17.868633,13.55,0.04097,3.807,-0.131,-4,SELL
Setco Automotive Limited,SETCO.NS,['Slow revenue growth'],"['PE data missing', 'ROE data missing', 'Debt data missing']",,-8.67,,,0.12,1,SELL
Setubandhan Infrastructure Limited,SETUINFRA.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",47.0,0.01,0.00184,158.545,0.13,-3,SELL
