Company,Ticker,Strengths,Risks
RBZ Jewellers Limited,RBZJEWEL.NS,"['Low valuation', 'Average profitability', 'Strong revenue growth']","['Stock appears undervalued', 'High debt risk']"
Rashtriya Chemicals and Fertilizers Limited,RCF.NS,"['Fair valuation', 'Strong revenue growth']","['Weak profitability', 'High debt risk']"
Reliance Communications Limited,RCOM.NS,[],"['PE data missing', 'ROE data missing', 'Debt data missing', 'Declining revenues']"
REC Limited,RECLTD.NS,"['Low valuation', 'High profitability', 'Slow revenue growth']","['Stock appears undervalued', 'High debt risk']"
Redington Limited,REDINGTON.NS,"['Low valuation', 'High profitability', 'Strong revenue growth']","['Stock appears undervalued', 'High debt risk']"
Redtape Limited,REDTAPE.NS,"['High profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']"
Refex Industries Limited,REFEX.NS,"['Fair valuation', 'Average profitability']","['High debt risk', 'Declining revenues']"
Regaal Resources Limited,REGAAL.NS,['Low valuation'],"['Stock appears undervalued', 'ROE data missing', 'High debt risk', 'Revenue growth data missing']"
Regency Ceramics Limited,REGENCERAM.NS,['Strong revenue growth'],"['Stock may be overvalued', 'ROE data missing', 'Debt data missing']"
Relaxo Footwears Limited,RELAXO.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Reliance Chemotex Industries Limited,RELCHEMQ.NS,"['Fair valuation', 'Slow revenue growth']","['Weak profitability', 'High debt risk']"
Reliable Data Services Limited,RELIABLE.NS,"['Low valuation', 'Average profitability', 'Strong revenue growth']","['Stock appears undervalued', 'High debt risk']"
Reliance Industries Limited,RELIANCE.NS,"['Fair valuation', 'Slow revenue growth']","['Weak profitability', 'High debt risk']"
Religare Enterprises Limited,RELIGARE.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Ravindra Energy Limited,RELTD.NS,"['High profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']"
Remsons Industries Limited,REMSONSIND.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk']
Shree Renuka Sugars Limited,RENUKA.NS,['Slow revenue growth'],"['PE data missing', 'ROE data missing', 'Debt data missing']"
Repco Home Finance Limited,REPCOHOME.NS,"['Low valuation', 'Average profitability', 'Slow revenue growth']","['Stock appears undervalued', 'High debt risk']"
Rudrabhishek Enterprises Limited,REPL.NS,"['Fair valuation', 'Slow revenue growth']","['ROE data missing', 'Debt data missing']"
Repro India Limited,REPRO.NS,['Slow revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']"
Responsive Industries Limited,RESPONIND.NS,"['Fair valuation', 'Average profitability']","['High debt risk', 'Declining revenues']"
JHS Svendgaard Retail Ventures Limited,RETAIL.NS,['Slow revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']"
Renaissance Global Limited,RGL.NS,"['Fair valuation', 'Strong revenue growth']","['Weak profitability', 'High debt risk']"
Rhetan TMT Limited,RHETAN.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Reliance Home Finance Limited,RHFL.NS,[],"['PE data missing', 'ROE data missing', 'Debt data missing', 'Revenue growth data missing']"
RHI MAGNESITA INDIA LIMITED,RHIM.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Robust Hotels Limited,RHL.NS,"['Low valuation', 'Slow revenue growth']","['Stock appears undervalued', 'Weak profitability', 'High debt risk']"
Rico Auto Industries Limited,RICOAUTO.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Reliance Industrial Infrastructure Limited,RIIL.NS,[],"['Stock may be overvalued', 'Weak profitability', 'Debt data missing', 'Declining revenues']"
Rishabh Instruments Limited,RISHABH.NS,"['Fair valuation', 'Slow revenue growth']","['Weak profitability', 'High debt risk']"
Ritco Logistics Limited,RITCO.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk']
RITES Limited,RITES.NS,"['Fair valuation', 'Average profitability', 'Low debt', 'Slow revenue growth']",[]
Ravi Kumar Distilleries Limited,RKDL.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']"
RKEC Projects Limited,RKEC.NS,['Low valuation'],"['Stock appears undervalued', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Ramkrishna Forgings Limited,RKFORGE.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']"
R K Swamy Limited,RKSWAMY.NS,"['Fair valuation', 'Slow revenue growth']","['Weak profitability', 'High debt risk']"
R M Drip and Sprinklers Systems Limited,RMDRIP.NS,"['High profitability', 'Strong revenue growth']","['PE data missing', 'High debt risk']"
Rane (Madras) Limited,RML.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']"
R&B Denims Limited,RNBDENIMS.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']"
Royal Orchid Hotels Limited,ROHLTD.NS,"['Fair valuation', 'Average profitability', 'Slow revenue growth']",['High debt risk']
Rolex Rings Limited,ROLEXRINGS.NS,"['Fair valuation', 'Average profitability', 'Low debt']",['Declining revenues']
Rollatainers Limited,ROLLT.NS,[],"['PE data missing', 'ROE data missing', 'Debt data missing', 'Revenue growth data missing']"
Raj Oil Mills Limited,ROML.NS,"['Low valuation', 'Strong revenue growth']","['Stock appears undervalued', 'ROE data missing', 'High debt risk']"
Rossari Biotech Limited,ROSSARI.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk']
Rossell India Limited,ROSSELLIND.NS,"['Low valuation', 'Slow revenue growth']","['Stock appears undervalued', 'Weak profitability', 'High debt risk']"
Rossell Techsys Limited,ROSSTECH.NS,['Strong revenue growth'],"['Stock may be overvalued', 'ROE data missing', 'High debt risk']"
Roto Pumps Limited,ROTO.NS,['Average profitability'],"['Stock may be overvalued', 'High debt risk', 'Declining revenues']"
ROUTE MOBILE LIMITED,ROUTE.NS,"['Fair valuation', 'Slow revenue growth']","['Weak profitability', 'Moderate debt level']"
Raghav Productivity Enhancers Limited,RPEL.NS,"['High profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']"
RPG Life Sciences Limited,RPGLIFE.NS,"['Fair valuation', 'High profitability', 'Slow revenue growth']",['Debt data missing']
Reliance Power Limited,RPOWER.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
R.P.P. Infra Projects Limited,RPPINFRA.NS,"['Low valuation', 'Average profitability']","['Stock appears undervalued', 'High debt risk', 'Declining revenues']"
Rajshree Polypack Limited,RPPL.NS,['Low valuation'],"['Stock appears undervalued', 'Weak profitability', 'High debt risk', 'Declining revenues']"
RPSG VENTURES LIMITED,RPSGVENT.NS,['Strong revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']"
Rashi Peripherals Limited,RPTECH.NS,"['Low valuation', 'Average profitability', 'Slow revenue growth']","['Stock appears undervalued', 'High debt risk']"
R R Kabel Limited,RRKABEL.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']"
R. S. Software (India) Limited,RSSOFTWARE.NS,[],"['PE data missing', 'Weak profitability', 'Debt data missing', 'Declining revenues']"
RSWM Limited,RSWM.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']"
R Systems International Limited,RSYSTEMS.NS,"['Fair valuation', 'Slow revenue growth']","['ROE data missing', 'High debt risk']"
RattanIndia Enterprises Limited,RTNINDIA.NS,['Strong revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']"
RattanIndia Power Limited,RTNPOWER.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Rubfila International Limited,RUBFILA.NS,"['Low valuation', 'Average profitability', 'Low debt', 'Slow revenue growth']",['Stock appears undervalued']
Rubicon Research Limited,RUBICON.NS,['Strong revenue growth'],"['Stock may be overvalued', 'ROE data missing', 'High debt risk']"
The Ruby Mills Limited,RUBYMILLS.NS,"['Low valuation', 'Strong revenue growth']","['Stock appears undervalued', 'Weak profitability', 'High debt risk']"
Ruchi Infrastructure Limited,RUCHINFRA.NS,"['Fair valuation', 'Slow revenue growth']","['Weak profitability', 'High debt risk']"
Ruchira Papers Limited,RUCHIRA.NS,"['Low valuation', 'Average profitability', 'Slow revenue growth']","['Stock appears undervalued', 'High debt risk']"
Rudra Global Infra Products Limited,RUDRA.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Rupa & Company Limited,RUPA.NS,"['Fair valuation', 'Slow revenue growth']","['Weak profitability', 'High debt risk']"
Rushil Decor Limited,RUSHIL.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Keystone Realtors Limited,RUSTOMJEE.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Ravinder Heights Limited,RVHL.NS,"['Low valuation', 'Average profitability', 'Low debt', 'Strong revenue growth']",['Stock appears undervalued']
Rail Vikas Nigam Limited,RVNL.NS,"['Average profitability', 'Slow revenue growth']","['Stock may be overvalued', 'High debt risk']"
Revathi Equipment India Limited,RVTH.NS,"['Fair valuation', 'Strong revenue growth']","['Weak profitability', 'High debt risk']"
S&S Power Switchgears Limited,S&SPOWER.NS,['Slow revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']"
Saatvik Green Energy Limited,SAATVIKGL.NS,"['Low valuation', 'Strong revenue growth']","['Stock appears undervalued', 'ROE data missing', 'High debt risk']"
Sab Events & Governance Now Media Limited,SABEVENTS.NS,[],"['PE data missing', 'ROE data missing', 'Debt data missing', 'Revenue growth data missing']"
Sri Adhikari Brothers Television Network Limited,SABTNL.NS,['Strong revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']"
Sadbhav Engineering Limited,SADBHAV.NS,['Strong revenue growth'],"['PE data missing', 'ROE data missing', 'Debt data missing']"
Sadbhav Infrastructure Project Limited,SADBHIN.NS,['Slow revenue growth'],"['PE data missing', 'ROE data missing', 'Debt data missing']"
Sadhana Nitrochem Limited,SADHNANIQ.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Safari Industries (India) Limited,SAFARI.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']"
Sagardeep Alloys Limited,SAGARDEEP.NS,['Fair valuation'],"['Weak profitability', 'High debt risk', 'Declining revenues']"
Sagar Cements Limited,SAGCEM.NS,['Strong revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']"
SAGILITY LIMITED,SAGILITY.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Sahyadri Industries Limited,SAHYADRI.NS,"['Fair valuation', 'Strong revenue growth']","['Weak profitability', 'High debt risk']"
Steel Authority of India Limited,SAIL.NS,"['Fair valuation', 'Slow revenue growth']","['Weak profitability', 'High debt risk']"
Sai Life Sciences Limited,SAILIFE.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']"
Sakar Healthcare Limited,SAKAR.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Sakthi Sugars Limited,SAKHTISUG.NS,"['Low valuation', 'Average profitability', 'Strong revenue growth']","['Stock appears undervalued', 'High debt risk']"
Saksoft Limited,SAKSOFT.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk']
Sakuma Exports Limited,SAKUMA.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Salasar Techno Engineering Limited,SALASAR.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Salona Cotspin Limited,SALONA.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
S.A.L. Steel Limited,SALSTEEL.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Salzer Electronics Limited,SALZERELEC.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk']
Sambhaav Media Limited,SAMBHAAV.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Sambhv Steel Tubes Limited,SAMBHV.NS,['Strong revenue growth'],"['Stock may be overvalued', 'ROE data missing', 'High debt risk']"
Samhi Hotels Limited,SAMHI.NS,"['Fair valuation', 'Slow revenue growth']","['ROE data missing', 'High debt risk']"
Sammaan Capital Limited,SAMMAANCAP.NS,['Low valuation'],"['Stock appears undervalued', 'Weak profitability', 'High debt risk', 'Revenue growth data missing']"
Sampann Utpadan India Limited,SAMPANN.NS,"['Low valuation', 'High profitability', 'Strong revenue growth']","['Stock appears undervalued', 'High debt risk']"
Sanathan Textiles Limited,SANATHAN.NS,"['Fair valuation', 'Slow revenue growth']","['Weak profitability', 'High debt risk']"
Sanco Industries Limited,SANCO.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'Debt data missing']"
The Sandesh Limited,SANDESH.NS,['Fair valuation'],"['Weak profitability', 'Debt data missing', 'Declining revenues']"
Sandhar Technologies Limited,SANDHAR.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk']
Sandur Manganese & Iron Ores Limited,SANDUMA.NS,"['Fair valuation', 'High profitability', 'Strong revenue growth']",['High debt risk']
Sangam (India) Limited,SANGAMIND.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Sanghi Industries Limited,SANGHIIND.NS,['Strong revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']"
Sanghvi Movers Limited,SANGHVIMOV.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk']
Sanginita Chemicals Limited,SANGINITA.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Sanofi India Limited,SANOFI.NS,['Fair valuation'],"['ROE data missing', 'High debt risk', 'Declining revenues']"
Sanofi Consumer Healthcare India Limited,SANOFICONR.NS,['Strong revenue growth'],"['Stock may be overvalued', 'ROE data missing', 'High debt risk']"
Sansera Engineering Limited,SANSERA.NS,"['Average profitability', 'Slow revenue growth']","['Stock may be overvalued', 'High debt risk']"
Sanstar Limited,SANSTAR.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Sanwaria Consumer Limited,SANWARIA.NS,['Slow revenue growth'],"['PE data missing', 'ROE data missing', 'Debt data missing']"
Sapphire Foods India Limited,SAPPHIRE.NS,['Slow revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']"
Sarda Energy & Minerals Limited,SARDAEN.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk']
Saregama India Limited,SAREGAMA.NS,"['Average profitability', 'Low debt']","['Stock may be overvalued', 'Declining revenues']"
Sarla Performance Fibers Limited,SARLAPOLY.NS,"['Low valuation', 'Average profitability']","['Stock appears undervalued', 'High debt risk', 'Declining revenues']"
Sarveshwar Foods Limited,SARVESHWAR.NS,"['Fair valuation', 'Strong revenue growth']","['Weak profitability', 'High debt risk']"
Sasken Technologies Limited,SASKEN.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Sastasundar Ventures Limited,SASTASUNDR.NS,['Slow revenue growth'],"['PE data missing', 'Weak profitability', 'Moderate debt level']"
Satia Industries Limited,SATIA.NS,"['Low valuation', 'Strong revenue growth']","['Stock appears undervalued', 'Weak profitability', 'Debt data missing']"
Satin Creditcare Network Limited,SATIN.NS,"['Low valuation', 'Strong revenue growth']","['Stock appears undervalued', 'Weak profitability', 'High debt risk']"
Saurashtra Cement Limited,SAURASHCEM.NS,"['Fair valuation', 'Slow revenue growth']","['ROE data missing', 'High debt risk']"
SBC Exports Limited,SBC.NS,"['High profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']"
Shivalik Bimetal Controls Limited,SBCL.NS,"['Fair valuation', 'High profitability', 'Slow revenue growth']",['High debt risk']
SBFC Finance Limited,SBFC.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk']
Suratwwala Business Group Limited,SBGLP.NS,"['High profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']"
SBI Cards and Payment Services Limited,SBICARD.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']"
SBI Life Insurance Company Limited,SBILIFE.NS,['Average profitability'],"['Stock may be overvalued', 'Debt data missing', 'Declining revenues']"
State Bank of India,SBIN.NS,"['Low valuation', 'Average profitability', 'Slow revenue growth']","['Stock appears undervalued', 'Debt data missing']"
Schaeffler India Limited,SCHAEFFLER.NS,['Slow revenue growth'],"['Stock may be overvalued', 'ROE data missing', 'High debt risk']"
S Chand And Company Limited,SCHAND.NS,"['Low valuation', 'Strong revenue growth']","['Stock appears undervalued', 'Weak profitability', 'High debt risk']"
Schneider Electric Infrastructure Limited,SCHNEIDER.NS,"['High profitability', 'Slow revenue growth']","['Stock may be overvalued', 'High debt risk']"
Shipping Corporation Of India Limited,SCI.NS,['Low valuation'],"['Stock appears undervalued', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Shipping Corporation of India Land and Assets Limited,SCILAL.NS,"['Low debt', 'Strong revenue growth']","['PE data missing', 'Weak profitability']"
Scoda Tubes Limited,SCODATUBES.NS,['Slow revenue growth'],"['Stock may be overvalued', 'ROE data missing', 'High debt risk']"
Sheetal Cool Products Limited,SCPL.NS,"['Fair valuation', 'Average profitability']","['High debt risk', 'Declining revenues']"
Som Distilleries & Breweries Limited,SDBL.NS,"['Fair valuation', 'Average profitability']","['High debt risk', 'Declining revenues']"
Seamec Limited,SEAMECLTD.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
SecMark Consultancy Limited,SECMARK.NS,"['High profitability', 'Slow revenue growth']","['Stock may be overvalued', 'Debt data missing']"
SECUREKLOUD TECHNOLOGIES LIMITED,SECURKLOUD.NS,[],"['PE data missing', 'ROE data missing', 'Debt data missing', 'Declining revenues']"
Sejal Glass Limited,SEJALLTD.NS,"['High profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']"
SEL Manufacturing Company Limited,SELMC.NS,['Slow revenue growth'],"['PE data missing', 'ROE data missing', 'Debt data missing']"
Semac Construction Limited,SEMAC.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Senco Gold Limited,SENCO.NS,"['Fair valuation', 'Average profitability', 'Slow revenue growth']",['High debt risk']
Senores Pharmaceuticals Limited,SENORES.NS,['Strong revenue growth'],"['Stock may be overvalued', 'ROE data missing', 'High debt risk']"
SEPC Limited,SEPC.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Sequent Scientific Limited,SEQUENT.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Servotech Renewable Power System Limited,SERVOTECH.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Seshasayee Paper and Boards Limited,SESHAPAPER.NS,['Fair valuation'],"['Weak profitability', 'High debt risk', 'Declining revenues']"
Setco Automotive Limited,SETCO.NS,['Slow revenue growth'],"['PE data missing', 'ROE data missing', 'Debt data missing']"
Setubandhan Infrastructure Limited,SETUINFRA.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Sheela Foam Limited,SFL.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
SG Finserve Limited,SGFIN.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk']
Synergy Green Industries Limited,SGIL.NS,['Average profitability'],"['Stock may be overvalued', 'High debt risk', 'Declining revenues']"
STL Global Limited,SGL.NS,['Slow revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']"
Standard Glass Lining Technology Limited,SGLTL.NS,['Slow revenue growth'],"['Stock may be overvalued', 'ROE data missing', 'High debt risk']"
SG Mart Limited,SGMART.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Shah Metacorp Limited,SHAH.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Shah Alloys Limited,SHAHALLOYS.NS,[],"['Stock may be overvalued', 'ROE data missing', 'Debt data missing', 'Declining revenues']"
Shaily Engineering Plastics Limited,SHAILY.NS,"['High profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']"
Shakti Pumps (India) Limited,SHAKTIPUMP.NS,"['Fair valuation', 'High profitability', 'Slow revenue growth']",['High debt risk']
Shalby Limited,SHALBY.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Shalimar Paints Limited,SHALPAINTS.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Shankara Building Products Limited,SHANKARA.NS,"['Low valuation', 'Average profitability']","['Stock appears undervalued', 'High debt risk', 'Declining revenues']"
Shanti Overseas (India) Limited,SHANTI.NS,['Strong revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']"
Shanthi Gears Limited,SHANTIGEAR.NS,['High profitability'],"['Stock may be overvalued', 'Debt data missing', 'Declining revenues']"
Shanti Gold International Limited,SHANTIGOLD.NS,"['Low valuation', 'Strong revenue growth']","['Stock appears undervalued', 'ROE data missing', 'High debt risk']"
Sharda Cropchem Limited,SHARDACROP.NS,"['Fair valuation', 'Average profitability', 'Low debt', 'Strong revenue growth']",[]
Sharda Motor Industries Limited,SHARDAMOTR.NS,"['Fair valuation', 'High profitability', 'Slow revenue growth']",['High debt risk']
Share India Securities Limited,SHAREINDIA.NS,"['Low valuation', 'Average profitability']","['Stock appears undervalued', 'High debt risk', 'Declining revenues']"
Shekhawati Industries Limited,SHEKHAWATI.NS,"['Low valuation', 'High profitability']","['Stock appears undervalued', 'High debt risk', 'Declining revenues']"
Shemaroo Entertainment Limited,SHEMAROO.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Shilchar Technologies Limited,SHILCTECH.NS,"['Fair valuation', 'High profitability', 'Strong revenue growth']",['Debt data missing']
Shilpa Medicare Limited,SHILPAMED.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Shivalik Rasayan Limited,SHIVALIK.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Shivam Autotech Limited,SHIVAMAUTO.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Shiva Mills Limited,SHIVAMILLS.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Shiva Texyarn Limited,SHIVATEX.NS,"['Low valuation', 'Average profitability', 'Slow revenue growth']","['Stock appears undervalued', 'High debt risk']"
Shiv Aum Steels Limited,SHIVAUM.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']"
S H Kelkar and Company Limited,SHK.NS,"['Fair valuation', 'Average profitability', 'Slow revenue growth']",['High debt risk']
Shoppers Stop Limited,SHOPERSTOP.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Shradha Infraprojects Limited,SHRADHA.NS,"['Low valuation', 'Average profitability', 'Strong revenue growth']","['Stock appears undervalued', 'High debt risk']"
Shree Digvijay Cement Co.Ltd,SHREDIGCEM.NS,"['Average profitability', 'Slow revenue growth']","['Stock may be overvalued', 'High debt risk']"
SHREE CEMENT LIMITED,SHREECEM.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Shreeji Shipping Global Limited,SHREEJISPG.NS,['Slow revenue growth'],"['Stock may be overvalued', 'ROE data missing', 'High debt risk']"
Shree Pushkar Chemicals & Fertilisers Limited,SHREEPUSHK.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk']
Shree Rama Multi-Tech Limited,SHREERAMA.NS,"['Fair valuation', 'High profitability', 'Strong revenue growth']",['High debt risk']
Shrenik Limited,SHRENIK.NS,['Strong revenue growth'],"['PE data missing', 'ROE data missing', 'Debt data missing']"
Shreyans Industries Limited,SHREYANIND.NS,"['Low valuation', 'Average profitability', 'Slow revenue growth']","['Stock appears undervalued', 'High debt risk']"
Shringar House of Mangalsutra Limited,SHRINGARMS.NS,"['Fair valuation', 'Strong revenue growth']","['ROE data missing', 'High debt risk']"
Shriram Pistons & Rings Limited,SHRIPISTON.NS,"['Fair valuation', 'High profitability', 'Strong revenue growth']",['High debt risk']
Shriram Finance Limited,SHRIRAMFIN.NS,"['Fair valuation', 'Average profitability', 'Slow revenue growth']",['High debt risk']
Shriram Properties Limited,SHRIRAMPPS.NS,"['Fair valuation', 'Strong revenue growth']","['Weak profitability', 'High debt risk']"
Shyam Century Ferrous Limited,SHYAMCENT.NS,[],"['PE data missing', 'Weak profitability', 'Moderate debt level', 'Declining revenues']"
Shyam Metalics and Energy Limited,SHYAMMETL.NS,"['Fair valuation', 'Strong revenue growth']","['Weak profitability', 'High debt risk']"
Shyam Telecom Limited,SHYAMTEL.NS,[],"['PE data missing', 'ROE data missing', 'Debt data missing', 'Revenue growth data missing']"
Sical Logistics Limited,SICALLOG.NS,['Strong revenue growth'],"['Stock may be overvalued', 'ROE data missing', 'High debt risk']"
Siemens Limited,SIEMENS.NS,[],"['Stock may be overvalued', 'ROE data missing', 'High debt risk', 'Declining revenues']"
Sigachi Industries Limited,SIGACHI.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Signet Industries Limited,SIGIND.NS,"['Low valuation', 'Strong revenue growth']","['Stock appears undervalued', 'Weak profitability', 'High debt risk']"
Sigma Solve Limited,SIGMA.NS,"['High profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']"
Signatureglobal (India) Limited,SIGNATURE.NS,['Average profitability'],"['Stock may be overvalued', 'High debt risk', 'Declining revenues']"
Signpost India Limited,SIGNPOST.NS,"['Average profitability', 'Slow revenue growth']","['Stock may be overvalued', 'High debt risk']"
Sikko Industries Limited,SIKKO.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Standard Industries Limited,SIL.NS,['Strong revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']"
Silgo Retail Limited,SILGO.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'Debt data missing']"
SIL Investments Limited,SILINV.NS,"['Low valuation', 'Strong revenue growth']","['Stock appears undervalued', 'Weak profitability', 'Debt data missing']"
Silly Monks Entertainment Limited,SILLYMONKS.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Silver Touch Technologies Limited,SILVERTUC.NS,"['Average profitability', 'Slow revenue growth']","['Stock may be overvalued', 'High debt risk']"
Simbhaoli Sugars Limited,SIMBHALS.NS,['Low valuation'],"['Stock appears undervalued', 'ROE data missing', 'Debt data missing', 'Declining revenues']"
Simplex Infrastructures Limited,SIMPLEXINF.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Sinclairs Hotels Limited,SINCLAIR.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Sindhu Trade Links Limited,SINDHUTRAD.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Sintercom India Limited,SINTERCOM.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Sirca Paints India Limited,SIRCA.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']"
